,identifier,score,activity,scheme
79,ZINC06030794|decoys_final|mol2|1166|dock2,290.41439458278415,0,hs1
80,ZINC62364385|decoys_final|mol2|2665|dock3,290.13904568456576,0,hs1
81,ZINC12454126|decoys_final|mol2|5503|dock5,289.6893128895739,0,hs1
82,ZINC61372808|decoys_final|mol2|1397|dock4,288.91473856555945,0,hs1
83,ZINC35845005|decoys_final|mol2|3552|dock5,288.8479019003918,0,hs1
84,ZINC22792374|decoys_final|mol2|269|dock2,288.84119731184967,0,hs1
85,ZINC43763867|decoys_final|mol2|1191|dock1,288.796592050781,0,hs1
86,ZINC39154559|decoys_final|mol2|4358|dock1,288.5947616031685,0,hs1
87,ZINC15225674|decoys_final|mol2|18|dock3,288.42840360257907,0,hs1
88,CHEMBL382790|actives_final|mol2|149|dock5,288.02678284961763,1,hs1
89,ZINC04076195|decoys_final|mol2|3961|dock2,287.69328532216855,0,hs1
90,CHEMBL246422|actives_final|mol2|119|dock5,287.5724482762738,1,hs1
91,ZINC49546856|decoys_final|mol2|4324|dock2,287.12786680501586,0,hs1
92,CHEMBL250533|actives_final|mol2|172|dock2,287.10074423990534,1,hs1
93,ZINC26893043|decoys_final|mol2|1172|dock4,286.7576385978907,0,hs1
94,ZINC37581015|decoys_final|mol2|2933|dock1,286.7412321748443,0,hs1
95,ZINC13070110|decoys_final|mol2|5860|dock5,286.6728911087467,0,hs1
96,ZINC04104691|decoys_final|mol2|1159|dock2,286.586106100433,0,hs1
97,ZINC37734073|decoys_final|mol2|1588|dock3,286.1754338476199,0,hs1
98,CHEMBL246604|actives_final|mol2|55|dock5,285.8384074951313,1,hs1
99,ZINC19891585|decoys_final|mol2|672|dock4,285.6207722964999,0,hs1
100,ZINC12619481|decoys_final|mol2|6723|dock1,285.44273366754175,0,hs1
101,CHEMBL246001|actives_final|mol2|181|dock5,285.2133199592317,1,hs1
102,ZINC13810411|decoys_final|mol2|4158|dock5,284.9764459126619,0,hs1
103,ZINC54631438|decoys_final|mol2|4033|dock2,284.6413997635388,0,hs1
104,ZINC11649263|decoys_final|mol2|2580|dock1,284.2025455064281,0,hs1
105,CHEMBL392695|actives_final|mol2|150|dock1,284.15810254704877,1,hs1
106,CHEMBL443490|actives_final|mol2|98|dock3,284.11030961363235,1,hs1
107,ZINC22484516|decoys_final|mol2|4904|dock1,283.86316354704627,0,hs1
108,ZINC04998388|decoys_final|mol2|6623|dock1,283.7871681106825,0,hs1
109,ZINC01672598|decoys_final|mol2|2824|dock1,283.4572324434091,0,hs1
110,ZINC66903661|decoys_final|mol2|2109|dock3,283.1264492445878,0,hs1
111,ZINC04483176|decoys_final|mol2|2272|dock3,283.02777787048814,0,hs1
112,CHEMBL248244|actives_final|mol2|114|dock4,282.966123083931,1,hs1
113,ZINC50329591|decoys_final|mol2|1195|dock5,282.9149445420992,0,hs1
114,ZINC60854325|decoys_final|mol2|4478|dock5,282.6880692567817,0,hs1
115,CHEMBL209815|actives_final|mol2|17|dock5,282.55328361756614,1,hs1
116,ZINC13319943|decoys_final|mol2|2674|dock3,282.33292177982247,0,hs1
117,ZINC14962645|decoys_final|mol2|3349|dock3,282.3203541016667,0,hs1
118,ZINC22744058|decoys_final|mol2|4767|dock2,282.17811849048076,0,hs1
119,ZINC38959013|decoys_final|mol2|3760|dock2,282.04581309990584,0,hs1
120,ZINC21320850|decoys_final|mol2|4863|dock2,281.85221070137686,0,hs1
121,ZINC53329214|decoys_final|mol2|1200|dock1,281.8065301216828,0,hs1
122,ZINC63561153|decoys_final|mol2|3377|dock4,281.7509831784486,0,hs1
123,ZINC37375835|decoys_final|mol2|4015|dock5,281.7175105511909,0,hs1
124,ZINC03221934|decoys_final|mol2|5347|dock4,281.4470698118323,0,hs1
125,ZINC54557300|decoys_final|mol2|3976|dock1,281.11786765334097,0,hs1
126,ZINC05358740|decoys_final|mol2|1164|dock3,281.0816500857312,0,hs1
127,ZINC21334625|decoys_final|mol2|5966|dock5,280.86380965842545,0,hs1
128,ZINC50328948|decoys_final|mol2|1194|dock5,280.8334812648457,0,hs1
129,ZINC49669131|decoys_final|mol2|1192|dock4,280.32553063388457,0,hs1
130,CHEMBL246000|actives_final|mol2|41|dock3,280.22485195780047,1,hs1
131,ZINC17185850|decoys_final|mol2|370|dock3,280.18499174331237,0,hs1
132,ZINC36370860|decoys_final|mol2|2680|dock1,279.938515868873,0,hs1
133,ZINC36547552|decoys_final|mol2|4776|dock5,279.88447635191136,0,hs1
134,ZINC36321627|decoys_final|mol2|6768|dock5,279.70648555781827,0,hs1
135,ZINC36813613|decoys_final|mol2|3950|dock5,279.54019238793484,0,hs1
136,ZINC53303516|decoys_final|mol2|1198|dock1,279.4270336538353,0,hs1
137,CHEMBL250127|actives_final|mol2|54|dock2,279.21712693455305,1,hs1
138,ZINC12466390|decoys_final|mol2|835|dock2,279.16865178022715,0,hs1
139,ZINC11633359|decoys_final|mol2|3992|dock2,279.1646977761372,0,hs1
140,ZINC41047132|decoys_final|mol2|4024|dock3,279.13065169344185,0,hs1
141,ZINC63581783|decoys_final|mol2|5897|dock4,278.9709341145663,0,hs1
142,ZINC02625643|decoys_final|mol2|4845|dock3,278.9383702345987,0,hs1
143,ZINC19505358|decoys_final|mol2|1655|dock4,278.9381842493268,0,hs1
144,ZINC36959749|decoys_final|mol2|2105|dock1,278.9279845394094,0,hs1
145,ZINC36313492|decoys_final|mol2|3554|dock5,278.7965517727095,0,hs1
146,ZINC19814956|decoys_final|mol2|58|dock4,278.6270648561874,0,hs1
147,ZINC63234528|decoys_final|mol2|3415|dock5,278.5056618724429,0,hs1
148,ZINC43511084|decoys_final|mol2|2696|dock2,278.4365890631602,0,hs1
149,ZINC41047131|decoys_final|mol2|3967|dock1,278.3807234014802,0,hs1
150,CHEMBL239415|actives_final|mol2|124|dock2,278.0960441658693,1,hs1
151,ZINC03876111|decoys_final|mol2|2671|dock1,278.044749097717,0,hs1
152,ZINC39016052|decoys_final|mol2|285|dock4,278.0446317408823,0,hs1
153,ZINC45072150|decoys_final|mol2|4027|dock1,277.92989516521203,0,hs1
154,CHEMBL248400|actives_final|mol2|37|dock5,277.92388045433023,1,hs1
155,ZINC38552997|decoys_final|mol2|5119|dock3,277.3418342808159,0,hs1
156,CHEMBL392369|actives_final|mol2|164|dock5,277.19562225877297,1,hs1
157,ZINC04390804|decoys_final|mol2|958|dock4,277.0763084765587,0,hs1
158,ZINC38683954|decoys_final|mol2|4829|dock3,276.96398179080796,0,hs1
159,CHEMBL535161|actives_final|mol2|53|dock1,276.930373934763,1,hs1
160,ZINC35256439|decoys_final|mol2|1322|dock1,275.6344494675469,0,hs1
161,ZINC40324238|decoys_final|mol2|2746|dock4,275.6262562919016,0,hs1
162,ZINC19723469|decoys_final|mol2|1169|dock3,275.5610956116104,0,hs1
163,ZINC36168788|decoys_final|mol2|3490|dock1,275.49637990934286,0,hs1
164,ZINC37529319|decoys_final|mol2|1178|dock3,275.45819923528865,0,hs1
165,ZINC33068949|decoys_final|mol2|5321|dock2,275.40304876202225,0,hs1
166,ZINC40249202|decoys_final|mol2|3982|dock3,274.9353480302772,0,hs1
167,ZINC50102032|decoys_final|mol2|1705|dock2,274.871338496731,0,hs1
168,ZINC43748677|decoys_final|mol2|2302|dock2,274.8337021777162,0,hs1
169,ZINC49820465|decoys_final|mol2|1193|dock2,274.74397771564423,0,hs1
170,ZINC37375863|decoys_final|mol2|3956|dock3,274.7093817324425,0,hs1
171,ZINC04644641|decoys_final|mol2|1162|dock3,274.4936474216076,0,hs1
172,ZINC37375875|decoys_final|mol2|3957|dock4,274.1783474096436,0,hs1
173,ZINC50329613|decoys_final|mol2|4028|dock5,274.15115168581775,0,hs1
174,ZINC08809765|decoys_final|mol2|3119|dock3,274.13270812237636,0,hs1
175,ZINC34924022|decoys_final|mol2|4817|dock2,274.0693912103071,0,hs1
176,ZINC53303546|decoys_final|mol2|1199|dock3,273.98780451689754,0,hs1
177,ZINC01274814|decoys_final|mol2|4493|dock3,273.9362961662089,0,hs1
178,CHEMBL438876|actives_final|mol2|20|dock3,273.7271775180677,1,hs1
179,ZINC21017802|decoys_final|mol2|1673|dock4,273.5321843705323,0,hs1
180,ZINC42352056|decoys_final|mol2|1188|dock3,273.2640063303886,0,hs1
181,CHEMBL429553|actives_final|mol2|63|dock3,273.2637968161451,1,hs1
182,ZINC12307153|decoys_final|mol2|3342|dock5,273.26377986561454,0,hs1
183,ZINC23306415|decoys_final|mol2|5675|dock3,273.1995397651276,0,hs1
184,ZINC02131497|decoys_final|mol2|1180|dock3,273.18846948429837,0,hs1
185,ZINC19985179|decoys_final|mol2|3997|dock3,273.0459020972129,0,hs1
186,ZINC53283021|decoys_final|mol2|1449|dock2,272.9999178327739,0,hs1
187,ZINC00730675|decoys_final|mol2|4238|dock2,272.8144771989972,0,hs1
188,ZINC38077045|decoys_final|mol2|1179|dock3,272.6534103511251,0,hs1
189,CHEMBL1173704|actives_final|mol2|4|dock1,272.3158588843191,1,hs1
190,ZINC55386187|decoys_final|mol2|5530|dock2,272.2961252532201,0,hs1
191,ZINC01257545|decoys_final|mol2|4291|dock2,272.11050593162236,0,hs1
192,ZINC13409277|decoys_final|mol2|6879|dock1,271.9166228141306,0,hs1
193,ZINC61360836|decoys_final|mol2|2661|dock2,271.66462700338036,0,hs1
194,ZINC22416077|decoys_final|mol2|4550|dock1,271.3277805744433,0,hs1
195,ZINC38637063|decoys_final|mol2|1181|dock2,271.1603404064349,0,hs1
196,ZINC40245845|decoys_final|mol2|1202|dock1,271.07219255626234,0,hs1
197,ZINC21997040|decoys_final|mol2|4008|dock1,271.001665506277,0,hs1
198,ZINC19965012|decoys_final|mol2|1171|dock4,270.98065227343477,0,hs1
199,CHEMBL1173703|actives_final|mol2|3|dock2,270.85046356524356,1,hs1
200,ZINC36642762|decoys_final|mol2|631|dock5,270.84174799775855,0,hs1
201,ZINC63447507|decoys_final|mol2|2616|dock1,270.8131564344767,0,hs1
202,ZINC20299863|decoys_final|mol2|4160|dock5,270.74743284902377,0,hs1
203,ZINC55021824|decoys_final|mol2|1753|dock5,270.7208487594857,0,hs1
204,ZINC37335059|decoys_final|mol2|4521|dock1,270.66403883026464,0,hs1
205,ZINC50329622|decoys_final|mol2|3973|dock3,270.2972467638993,0,hs1
206,ZINC20556382|decoys_final|mol2|4000|dock1,270.2554194431718,0,hs1
207,ZINC42244133|decoys_final|mol2|3969|dock2,270.24003615173933,0,hs1
208,ZINC54185562|decoys_final|mol2|2658|dock4,270.20887104522603,0,hs1
209,ZINC44974346|decoys_final|mol2|1505|dock3,270.10765234194594,0,hs1
210,ZINC08855409|decoys_final|mol2|6412|dock5,269.99712505486673,0,hs1
211,ZINC43736083|decoys_final|mol2|4125|dock2,269.97553849418676,0,hs1
212,ZINC39654383|decoys_final|mol2|3808|dock3,269.8067371932573,0,hs1
213,ZINC12300123|decoys_final|mol2|3336|dock2,269.7596448833273,0,hs1
214,ZINC06273153|decoys_final|mol2|3990|dock2,269.6407316224008,0,hs1
215,ZINC00390269|decoys_final|mol2|53|dock4,269.6054008291684,0,hs1
216,ZINC67451401|decoys_final|mol2|6809|dock5,269.27480796524645,0,hs1
217,ZINC50569104|decoys_final|mol2|3975|dock5,269.15295981594755,0,hs1
218,ZINC37202297|decoys_final|mol2|4013|dock1,269.10432744429795,0,hs1
219,ZINC42221861|decoys_final|mol2|3968|dock2,269.0738025924306,0,hs1
220,CHEMBL399378|actives_final|mol2|60|dock2,269.0089290811539,1,hs1
221,CHEMBL251142|actives_final|mol2|19|dock3,268.950290859368,1,hs1
222,ZINC21796611|decoys_final|mol2|2588|dock2,268.86641956029223,0,hs1
223,ZINC36952047|decoys_final|mol2|3951|dock3,268.80636399735016,0,hs1
224,ZINC43278979|decoys_final|mol2|1189|dock4,268.5992089835271,0,hs1
225,ZINC19230849|decoys_final|mol2|3940|dock3,268.50096840886135,0,hs1
226,ZINC21044421|decoys_final|mol2|4004|dock4,268.397746828683,0,hs1
227,ZINC37215858|decoys_final|mol2|3955|dock1,268.16710940126046,0,hs1
228,ZINC43225453|decoys_final|mol2|4361|dock1,268.0647235156311,0,hs1
229,ZINC28294664|decoys_final|mol2|2320|dock3,267.8496211153499,0,hs1
230,ZINC13122238|decoys_final|mol2|4480|dock3,267.088564016538,0,hs1
231,ZINC22065999|decoys_final|mol2|2625|dock3,267.0391041934152,0,hs1
232,CHEMBL246000|actives_final|mol2|42|dock4,266.96147169308585,1,hs1
233,ZINC40242549|decoys_final|mol2|1186|dock1,266.8554189522373,0,hs1
234,ZINC08596784|decoys_final|mol2|791|dock4,266.8457057047074,0,hs1
235,ZINC23849111|decoys_final|mol2|5619|dock4,266.7723680478492,0,hs1
236,ZINC15075144|decoys_final|mol2|5638|dock4,266.70199487594874,0,hs1
237,CHEMBL243669|actives_final|mol2|76|dock4,266.64862783266983,1,hs1
238,ZINC04081998|decoys_final|mol2|1158|dock2,266.6183708221559,0,hs1
239,ZINC58367398|decoys_final|mol2|6195|dock3,266.5962204413637,0,hs1
240,ZINC08915325|decoys_final|mol2|6911|dock2,266.2374659607633,0,hs1
241,ZINC08030447|decoys_final|mol2|1367|dock3,266.1856609751345,0,hs1
242,ZINC04988392|decoys_final|mol2|5750|dock3,266.1469629405157,0,hs1
243,ZINC05867596|decoys_final|mol2|4541|dock5,266.0610930887217,0,hs1
244,ZINC61092933|decoys_final|mol2|1203|dock3,265.96501390551157,0,hs1
245,ZINC01041173|decoys_final|mol2|2759|dock1,265.8494998016652,0,hs1
246,ZINC37045665|decoys_final|mol2|1724|dock4,265.8089001248146,0,hs1
247,ZINC23366919|decoys_final|mol2|982|dock4,265.6684141472033,0,hs1
248,ZINC55202103|decoys_final|mol2|1201|dock2,265.6531893582127,0,hs1
249,ZINC41047115|decoys_final|mol2|1187|dock3,265.5365416476497,0,hs1
250,ZINC02709390|decoys_final|mol2|6051|dock4,265.51247884186307,0,hs1
251,ZINC43660416|decoys_final|mol2|1190|dock1,265.47499498991624,0,hs1
252,ZINC00762976|decoys_final|mol2|1889|dock3,265.472862953757,0,hs1
253,ZINC57250509|decoys_final|mol2|6839|dock1,265.4428150511794,0,hs1
254,ZINC18128829|decoys_final|mol2|2242|dock2,265.4363203230604,0,hs1
255,ZINC31863429|decoys_final|mol2|2627|dock3,265.22495205175244,0,hs1
256,ZINC36951979|decoys_final|mol2|4012|dock1,265.20112168533666,0,hs1
257,ZINC02476702|decoys_final|mol2|3991|dock3,265.01983880181535,0,hs1
258,ZINC14129426|decoys_final|mol2|5411|dock5,264.78445069291683,0,hs1
259,ZINC05276765|decoys_final|mol2|2672|dock1,264.76521863661213,0,hs1
260,ZINC05132469|decoys_final|mol2|1163|dock3,264.75002056130086,0,hs1
261,ZINC20003833|decoys_final|mol2|3998|dock3,264.7006699614026,0,hs1
262,CHEMBL213686|actives_final|mol2|144|dock4,264.6679869985379,1,hs1
263,ZINC60582849|decoys_final|mol2|3519|dock5,264.4770296020026,0,hs1
264,ZINC12153085|decoys_final|mol2|1168|dock2,264.4650393120839,0,hs1
265,ZINC45071526|decoys_final|mol2|2698|dock1,264.32761547899025,0,hs1
266,ZINC01895472|decoys_final|mol2|5881|dock1,264.3269772327379,0,hs1
267,ZINC48949522|decoys_final|mol2|1746|dock5,264.2729344357059,0,hs1
268,ZINC38705790|decoys_final|mol2|3218|dock2,264.2638594676255,0,hs1
269,ZINC42445447|decoys_final|mol2|1742|dock2,264.07399706797963,0,hs1
270,ZINC35425053|decoys_final|mol2|69|dock4,264.07264504100914,0,hs1
271,ZINC38640019|decoys_final|mol2|6147|dock4,264.0632832515741,0,hs1
272,ZINC39947321|decoys_final|mol2|3404|dock3,263.9592188764691,0,hs1
273,ZINC05687437|decoys_final|mol2|1801|dock5,263.75990520543775,0,hs1
274,ZINC19231023|decoys_final|mol2|3993|dock4,263.53086124814973,0,hs1
275,ZINC21787964|decoys_final|mol2|4007|dock3,263.40303879272204,0,hs1
276,ZINC14776778|decoys_final|mol2|2375|dock2,263.3725966878284,0,hs1
277,ZINC20558762|decoys_final|mol2|2072|dock2,263.37027217301596,0,hs1
278,ZINC36719774|decoys_final|mol2|4009|dock3,263.3651918991383,0,hs1
279,ZINC24443625|decoys_final|mol2|6822|dock3,263.22112945784096,0,hs1
280,ZINC42858314|decoys_final|mol2|1699|dock3,262.9774502075315,0,hs1
281,ZINC08985849|decoys_final|mol2|2218|dock5,262.6849849472558,0,hs1
282,ZINC29704481|decoys_final|mol2|5364|dock2,262.67353714461973,0,hs1
283,ZINC01848274|decoys_final|mol2|3986|dock3,262.22916614756315,0,hs1
284,ZINC03881992|decoys_final|mol2|3985|dock1,262.17392904206434,0,hs1
285,ZINC24759044|decoys_final|mol2|575|dock3,262.05664360656164,0,hs1
286,ZINC05741028|decoys_final|mol2|4036|dock4,261.742979913766,0,hs1
287,ZINC36813609|decoys_final|mol2|4010|dock3,261.4939468029366,0,hs1
288,ZINC38508814|decoys_final|mol2|3557|dock5,261.4533382946654,0,hs1
289,ZINC49804167|decoys_final|mol2|4325|dock2,261.24100564088013,0,hs1
290,ZINC20445819|decoys_final|mol2|2416|dock2,261.1607071223974,0,hs1
291,ZINC65427078|decoys_final|mol2|6706|dock2,260.96469714872853,0,hs1
292,CHEMBL1170621|actives_final|mol2|79|dock2,260.26823644487996,1,hs1
293,ZINC67122052|decoys_final|mol2|2569|dock5,260.1966744102603,0,hs1
294,CHEMBL390629|actives_final|mol2|27|dock5,260.04113668038286,1,hs1
295,ZINC19798557|decoys_final|mol2|2725|dock1,259.86337101077646,0,hs1
296,ZINC05735339|decoys_final|mol2|1165|dock2,259.78403286944365,0,hs1
297,ZINC03843554|decoys_final|mol2|4136|dock3,259.6827363923398,0,hs1
298,ZINC13570250|decoys_final|mol2|697|dock2,259.62726778190836,0,hs1
299,ZINC18623173|decoys_final|mol2|497|dock4,259.5331070469872,0,hs1
300,ZINC58218078|decoys_final|mol2|1228|dock4,259.21587410225834,0,hs1
301,ZINC38643482|decoys_final|mol2|1182|dock3,259.0566112559836,0,hs1
302,CHEMBL210264|actives_final|mol2|71|dock4,258.86300422178704,1,hs1
303,ZINC32231931|decoys_final|mol2|6560|dock3,257.91941706907824,0,hs1
304,ZINC20566370|decoys_final|mol2|4002|dock4,257.8812017587483,0,hs1
305,ZINC19722695|decoys_final|mol2|5867|dock2,257.8282456048375,0,hs1
306,ZINC04002382|decoys_final|mol2|6407|dock3,257.78600464126197,0,hs1
307,ZINC37185181|decoys_final|mol2|3954|dock2,257.477037990511,0,hs1
308,ZINC02466307|decoys_final|mol2|4145|dock5,257.3531878472816,0,hs1
309,ZINC36335229|decoys_final|mol2|3949|dock3,257.02045561467844,0,hs1
310,ZINC04077592|decoys_final|mol2|4972|dock4,256.94257495764157,0,hs1
311,ZINC13595736|decoys_final|mol2|521|dock4,256.3048220734646,0,hs1
312,ZINC27579228|decoys_final|mol2|5984|dock3,255.77854208382098,0,hs1
313,ZINC66859831|decoys_final|mol2|250|dock3,255.77828469624365,0,hs1
314,ZINC38643488|decoys_final|mol2|1183|dock3,255.76599970526652,0,hs1
315,ZINC37787884|decoys_final|mol2|2384|dock2,255.7298515532899,0,hs1
316,ZINC39360132|decoys_final|mol2|286|dock5,255.34324045738757,0,hs1
317,ZINC57783540|decoys_final|mol2|4884|dock2,255.18322600896255,0,hs1
318,ZINC35483232|decoys_final|mol2|3741|dock4,254.90285777254533,0,hs1
319,ZINC04196499|decoys_final|mol2|5041|dock1,254.89864648391125,0,hs1
320,ZINC67196794|decoys_final|mol2|2115|dock4,254.86199507717762,0,hs1
321,ZINC62607828|decoys_final|mol2|6654|dock4,254.83689387723052,0,hs1
322,ZINC37318292|decoys_final|mol2|4178|dock3,254.7558301056872,0,hs1
323,ZINC54619195|decoys_final|mol2|2310|dock1,254.7358788673272,0,hs1
324,ZINC11666950|decoys_final|mol2|2282|dock1,254.5169167191505,0,hs1
325,ZINC05557003|decoys_final|mol2|2019|dock1,254.27945168580857,0,hs1
326,ZINC21924036|decoys_final|mol2|2806|dock3,254.045536454211,0,hs1
327,ZINC52860316|decoys_final|mol2|1653|dock2,254.045127525611,0,hs1
328,ZINC52899252|decoys_final|mol2|4413|dock3,253.8645954186443,0,hs1
329,ZINC06679936|decoys_final|mol2|206|dock3,253.66444264470928,0,hs1
330,ZINC15276936|decoys_final|mol2|3197|dock3,253.007176950926,0,hs1
331,ZINC13452436|decoys_final|mol2|4999|dock3,252.67541327664597,0,hs1
332,ZINC12660502|decoys_final|mol2|1011|dock3,252.67508077029154,0,hs1
333,ZINC43415149|decoys_final|mol2|4362|dock3,252.51656605715152,0,hs1
334,ZINC33268808|decoys_final|mol2|5899|dock3,252.1204699056233,0,hs1
335,ZINC37091655|decoys_final|mol2|2079|dock2,251.87931215417706,0,hs1
336,ZINC24904497|decoys_final|mol2|6077|dock2,251.7842519784105,0,hs1
337,ZINC14184990|decoys_final|mol2|6370|dock3,251.77527514542373,0,hs1
338,ZINC64948642|decoys_final|mol2|4487|dock3,251.5951985166638,0,hs1
339,ZINC37087710|decoys_final|mol2|74|dock4,251.5484563282365,0,hs1
340,ZINC40364909|decoys_final|mol2|2089|dock3,251.40326399849852,0,hs1
341,ZINC51630976|decoys_final|mol2|1346|dock2,251.35432040438386,0,hs1
